config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch,sparsity
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,1,4.996244974136353,0.9987946428571428,0.4440117842094465,0.8648571428571429,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,2,4.994058863776071,0.9995982142857143,0.4524926552718336,0.8662857142857143,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,3,4.992075187138148,0.9992857142857143,0.45400365543636406,0.8652857142857143,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,4,4.990439389092582,0.9994196428571429,0.4543375697325576,0.8687142857142857,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,5,4.988785405840193,0.9994642857142857,0.4569894200698896,0.8657142857142858,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,6,4.987069380623954,0.9996875,0.46137585870244285,0.8654285714285714,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,7,4.985496704918997,0.9996875,0.4610206826166673,0.8665714285714285,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,8,4.984076739719936,0.9996875,0.4654353446581147,0.866,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,9,4.98267552784511,0.9999107142857143,0.46700316295027733,0.8665714285714285,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,10,4.981453116280692,0.9999107142857143,0.47162836268544195,0.8661428571428571,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,11,4.980096592221941,0.9998660714285714,0.4707599165764722,0.8672857142857143,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,12,4.978840782982963,0.9999553571428571,0.4737038020383228,0.8651428571428571,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,13,4.9776367092132565,0.9999553571428571,0.47764055945656514,0.8677142857142857,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,14,4.976445744378226,0.9999553571428571,0.478695723278956,0.8671428571428571,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,15,4.975296160834176,0.9999553571428571,0.4787521839819171,0.8652857142857143,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,16,4.974277522223336,0.9999553571428571,0.4795554135333408,0.8671428571428571,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,17,4.973232446398054,0.9999553571428571,0.48684532581405204,0.867,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,18,4.97226624080113,0.9999107142857143,0.4888917218555104,0.8685714285714285,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,19,4.971145227977208,1.0,0.48914775692603807,0.866,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,20,4.970243468965803,0.9999553571428571,0.4895098175514828,0.8674285714285714,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,21,4.969319355828421,0.9999553571428571,0.49224359386346556,0.8668571428571429,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,22,4.968374462127685,0.9999553571428571,0.4936218844218688,0.8667142857142857,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,23,4.967498286111014,0.9999553571428571,0.49470722025090996,0.8681428571428571,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,24,4.9665830707550045,1.0,0.49561597068201413,0.8675714285714285,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,25,4.965705239432198,1.0,0.501595807143233,0.867,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,26,4.9648738275255475,0.9999553571428571,0.5005418799817563,0.8668571428571429,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,27,4.9639903341020855,1.0,0.5018487433818254,0.8677142857142857,,,0.1
+pruning_10pct,456,he,z_score,flip+jitter,0.01,0.04,28,4.96320706639971,1.0,0.5044933290644126,0.8658571428571429,0.8695714285714286,28.0,0.1
