seed,weight_init,normalization,augmentations,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch
1,he,z_score,horizontal_flip,1,0.6499187016487121,0.7761607142857143,0.4963180506771261,0.8235714285714286,,
1,he,z_score,horizontal_flip,2,0.4119939717224666,0.8553125,0.4545974690805782,0.8435714285714285,,
1,he,z_score,horizontal_flip,3,0.3418352242878505,0.883125,0.4440696412866766,0.8471428571428572,,
1,he,z_score,horizontal_flip,4,0.2979296548451696,0.8994642857142857,0.42032268060879274,0.8507142857142858,,
1,he,z_score,horizontal_flip,5,0.2626942042580673,0.9127232142857142,0.4158559933304787,0.855,,
1,he,z_score,horizontal_flip,6,0.23380940422415733,0.9236607142857143,0.405695273659446,0.8591428571428571,,
1,he,z_score,horizontal_flip,7,0.20868527678506715,0.9342410714285714,0.4184338642792268,0.8598571428571429,,
1,he,z_score,horizontal_flip,8,0.18803714790514536,0.9430357142857143,0.41101991154930806,0.8602857142857143,,
1,he,z_score,horizontal_flip,9,0.16925992504826615,0.9505357142857143,0.4116871570998972,0.8627142857142858,,
1,he,z_score,horizontal_flip,10,0.15288256299282824,0.9579910714285714,0.41901038627732884,0.8611428571428571,,
1,he,z_score,horizontal_flip,11,0.1384442532594715,0.9636160714285714,0.4150567570870573,0.864,,
1,he,z_score,horizontal_flip,12,0.12485527267413479,0.9697321428571428,0.42055558426813644,0.8648571428571429,,
1,he,z_score,horizontal_flip,13,0.11398046710661479,0.9733482142857143,0.4147982031106949,0.8651428571428571,,
1,he,z_score,horizontal_flip,14,0.10298576931868281,0.9783482142857143,0.41827259944243866,0.8651428571428571,,
1,he,z_score,horizontal_flip,15,0.09414826091911112,0.9807142857142858,0.42709986134008926,0.8644285714285714,,
1,he,z_score,horizontal_flip,16,0.0861900428469692,0.9832589285714286,0.4231192010370168,0.8665714285714285,,
1,he,z_score,horizontal_flip,17,0.0777199538158519,0.9870982142857143,0.43125763711604204,0.867,,
1,he,z_score,horizontal_flip,18,0.07085997516555445,0.9894196428571429,0.4335117260163481,0.8647142857142858,,
1,he,z_score,horizontal_flip,19,0.06527433585375547,0.9900446428571429,0.4396571409973231,0.8652857142857143,,
1,he,z_score,horizontal_flip,20,0.059729318395257,0.9917410714285714,0.44753184101798316,0.8652857142857143,,
1,he,z_score,horizontal_flip,21,0.05448632922555719,0.9933482142857143,0.44966584511778573,0.8662857142857143,,
1,he,z_score,horizontal_flip,22,0.0506326126786215,0.9945535714285715,0.447992803291841,0.8662857142857143,,
1,he,z_score,horizontal_flip,23,0.04612026529652732,0.9956696428571429,0.45622340752319857,0.8677142857142857,,
1,he,z_score,horizontal_flip,24,0.042796882265912634,0.9963839285714285,0.45743286135521805,0.8654285714285714,,
1,he,z_score,horizontal_flip,25,0.040003604979387354,0.9966517857142857,0.45756498480385,0.8668571428571429,,
1,he,z_score,horizontal_flip,26,0.03662650938544955,0.9973214285714286,0.465420707247474,0.8681428571428571,,
1,he,z_score,horizontal_flip,27,0.034435460942664316,0.9980357142857142,0.46647504947402263,0.8675714285714285,,
1,he,z_score,horizontal_flip,28,0.031880433985165185,0.9983035714285714,0.4714814837683331,0.8684285714285714,,
1,he,z_score,horizontal_flip,29,0.029857251668082816,0.99875,0.47421364093368706,0.8667142857142857,,
1,he,z_score,horizontal_flip,30,0.027937954741397073,0.9988392857142857,0.4807857502590526,0.8687142857142857,,
1,he,z_score,horizontal_flip,31,0.026159770313118186,0.9992857142857143,0.48445966839790344,0.8652857142857143,,
1,he,z_score,horizontal_flip,32,0.024642809898193393,0.9992410714285714,0.48571588369933044,0.868,,
1,he,z_score,horizontal_flip,33,0.02313529675560338,0.9995982142857143,0.4860046446323395,0.8697142857142857,,
1,he,z_score,horizontal_flip,34,0.021676017799015557,0.9997321428571428,0.4910709887742996,0.8677142857142857,,
1,he,z_score,horizontal_flip,35,0.020566640812903644,0.9995982142857143,0.494590598480268,0.8677142857142857,,
1,he,z_score,horizontal_flip,36,0.01953130897932819,0.9997767857142857,0.49892145083709194,0.8668571428571429,,
1,he,z_score,horizontal_flip,37,0.01840509298523622,0.9998660714285714,0.5044830316847021,0.8677142857142857,,
1,he,z_score,horizontal_flip,38,0.01746972675302199,0.9998660714285714,0.5035117116841403,0.8677142857142857,,
1,he,z_score,horizontal_flip,39,0.016643567606806756,0.9999107142857143,0.5062052984129298,0.869,,
1,he,z_score,horizontal_flip,40,0.01582486551787172,0.9999107142857143,0.5122503131628037,0.8672857142857143,,
1,he,z_score,horizontal_flip,41,0.015156250393816403,0.9999107142857143,0.5122380501844667,0.8685714285714285,,
1,he,z_score,horizontal_flip,42,0.014526102830256734,0.9998660714285714,0.5171236195347526,0.8675714285714285,,
1,he,z_score,horizontal_flip,43,0.013865297649587903,0.9999553571428571,0.5178746998310089,0.8688571428571429,,
1,he,z_score,horizontal_flip,44,0.013194801405604396,0.9999107142857143,0.5272399344227531,0.8682857142857143,,
1,he,z_score,horizontal_flip,45,0.012684876053993191,1.0,0.5240681474859065,0.869,,
1,he,z_score,horizontal_flip,46,0.012137055921235256,1.0,0.5300577415661378,0.8685714285714285,,
1,he,z_score,horizontal_flip,47,0.011747671317841326,1.0,0.5283322523940693,0.8688571428571429,,
