config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,1,17.81357650756836,0.7259821428571429,0.562353940172629,0.8075714285714286,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,2,17.369374564034597,0.8446428571428571,0.5400735649195585,0.828,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,3,17.186252386910574,0.8766964285714286,0.5189012755047191,0.8327142857142857,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,4,17.026688276018415,0.8998214285714285,0.49191852753812615,0.8385714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,5,16.894842965262278,0.913125,0.486870368773287,0.8475714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,6,16.762620010375976,0.9252678571428572,0.48027676885778253,0.8465714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,7,16.637883159092496,0.9388392857142858,0.47945413386279884,0.8474285714285714,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,8,16.52133883884975,0.9465178571428572,0.48899820284409956,0.8488571428571429,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,9,16.40550057547433,0.9533035714285715,0.4741450389677828,0.8477142857142858,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,10,16.294539729527063,0.9592857142857143,0.47979496297511187,0.8527142857142858,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,11,16.184856905255998,0.9652678571428571,0.49475487904115156,0.8475714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,12,16.077940297807967,0.9683035714285714,0.48291971534490585,0.8505714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,13,15.970475850786482,0.9730357142857143,0.4810467697002671,0.8537142857142858,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,14,15.86705533163888,0.9760714285714286,0.47343270954760636,0.8585714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,15,15.762827306474959,0.9807142857142858,0.48514427258209747,0.8528571428571429,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,16,15.662301063537598,0.9808928571428571,0.477650185064836,0.8554285714285714,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,17,15.560970066615514,0.985,0.47831973961808466,0.8554285714285714,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,18,15.462139832632882,0.9854464285714286,0.48611789481206374,0.855,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,19,15.364176030840193,0.9879464285714286,0.47553550045598636,0.8574285714285714,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,20,15.265749609810966,0.9898214285714285,0.478390321270986,0.8565714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,21,15.168938298906598,0.9899107142857143,0.476457632671703,0.8581428571428571,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,22,15.073080400739398,0.9911607142857143,0.48170188597657465,0.8574285714285714,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,23,14.977062846592494,0.9922321428571429,0.4810502668673342,0.857,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,24,14.881651033673968,0.9944642857142857,0.48734799447384747,0.8575714285714285,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,25,14.787970766339983,0.995,0.48538187742233274,0.8568571428571429,,
+pruning_50pct_pretrain,123,he,z_score,flip+jitter,0.001,0.9,26,14.694624186924525,0.9948214285714285,0.48594380021095274,0.8565714285714285,0.8645714285714285,26.0
