config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,1,13.254518666948591,0.9582142857142857,0.45986653620546514,0.8472857142857143,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,2,13.187618326459612,0.963125,0.46400110491297464,0.8475714285714285,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,3,13.12709532056536,0.96625,0.46261861324310305,0.8488571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,4,13.068072226388114,0.9686607142857143,0.4674153504046527,0.8467142857142858,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,5,13.009916556222098,0.9729464285714285,0.4673642944205891,0.8454285714285714,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,6,12.953576038905553,0.9764285714285714,0.46956863592971454,0.8451428571428572,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,7,12.896935806274413,0.9775892857142857,0.4753267293626612,0.8461428571428572,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,8,12.841565840584892,0.97875,0.4769010305404663,0.8468571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,9,12.78607136317662,0.9804464285714286,0.47339146733284,0.8468571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,10,12.731666684831891,0.9834821428571429,0.4816745106469501,0.8455714285714285,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,11,12.677371095929827,0.984375,0.47424036277966064,0.8482857142857143,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,12,12.623750937325614,0.9846428571428572,0.4802167477932843,0.8472857142857143,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,13,12.569045421055385,0.9874107142857143,0.4771048357540911,0.8467142857142858,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,14,12.515743680681501,0.9885714285714285,0.4748507612130859,0.848,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,15,12.462567836216518,0.9885714285714285,0.48277874209664084,0.848,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,16,12.409733210972377,0.9894642857142857,0.4801417073065584,0.8488571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,17,12.356128485543387,0.9910714285714286,0.4809845997528596,0.8488571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,18,12.303165986197335,0.9907142857142858,0.48388386924158444,0.8498571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,19,12.25084659576416,0.9915178571428571,0.48488907773386347,0.8488571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,20,12.198442006792341,0.991875,0.4841816299340942,0.8487142857142858,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,21,12.14619800567627,0.9920535714285714,0.48521898822350934,0.849,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,22,12.093956358773367,0.9927678571428571,0.48760043179447,0.85,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,23,12.041183760506765,0.9933035714285714,0.4894468139518391,0.8482857142857143,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,24,11.989271567208426,0.9933035714285714,0.4932328896089034,0.8498571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,25,11.937408202035087,0.9936607142857142,0.49015060473572125,0.8491428571428571,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,26,11.885519480024065,0.995,0.4903214693069458,0.8492857142857143,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,27,11.83381180354527,0.9949107142857143,0.4929647973992608,0.85,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,28,11.782247706821986,0.9946428571428572,0.4928926727988503,0.8494285714285714,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,29,11.730501436506,0.9955357142857143,0.49312346997586165,0.8514285714285714,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,30,11.678827716282436,0.9952678571428571,0.49559532431038944,0.85,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,31,11.627276191711426,0.9957142857142857,0.49515627378767185,0.8508571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,32,11.575837184361049,0.9959821428571428,0.5004510861906138,0.8508571428571429,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,33,11.524316553388323,0.99625,0.49951758560809223,0.8504285714285714,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,34,11.472992728097099,0.9966071428571428,0.49978385513479057,0.8501428571428571,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,35,11.421488794599261,0.9970535714285714,0.4967804996804758,0.8505714285714285,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,36,11.370300505501884,0.9966964285714286,0.49812165796756747,0.8505714285714285,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,37,11.319092903137207,0.9977678571428571,0.4986548926342617,0.8504285714285714,,
+pruning_50pct,12345,he,z_score,flip+jitter,0.001,0.9,38,11.267677007402693,0.9975,0.5009899054061283,0.8497142857142858,0.8494285714285714,38.0
