config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch,sparsity
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,1,5.337741951261248,0.9850892857142857,0.43569977500221946,0.864,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,2,5.3248994895390105,0.9906696428571429,0.4318983816287734,0.867,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,3,5.3167742729187015,0.9935714285714285,0.44138230085372926,0.8657142857142858,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,4,5.311143915993827,0.9939285714285714,0.43980808501893826,0.8665714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,5,5.30632253238133,0.995625,0.4592716295610775,0.8641428571428571,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,6,5.3026250539507185,0.9958035714285715,0.4458475412292914,0.8688571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,7,5.298818319865635,0.9966517857142857,0.44881828969175164,0.8664285714285714,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,8,5.2959533936636785,0.9970982142857143,0.4515245354988358,0.8672857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,9,5.292818649836949,0.9977232142857143,0.4586997617374767,0.867,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,10,5.290519702093942,0.9981696428571428,0.4613218903541565,0.8674285714285714,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,11,5.288156048910959,0.9983482142857143,0.4602088819850575,0.8692857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,12,5.286266920907157,0.9983035714285714,0.46447995860468255,0.8692857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,13,5.284297718320574,0.99875,0.47040277787230234,0.8665714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,14,5.282628586632865,0.9989732142857143,0.4716551782055335,0.8692857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,15,5.281142828805106,0.9991517857142858,0.4743162661790848,0.8688571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,16,5.279629958016532,0.9991071428571429,0.47584845559163524,0.8688571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,17,5.278207960128785,0.9996875,0.48047952489419415,0.8677142857142857,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,18,5.2768595491136825,0.9996875,0.48059711876240646,0.87,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,19,5.275727931431361,0.9996428571428572,0.48223868310451506,0.8675714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,20,5.274655704498291,0.9996428571428572,0.4842398333278569,0.8672857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,21,5.273606153215681,0.9995535714285714,0.4844728869470683,0.8665714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,22,5.272564120973859,0.9996428571428572,0.4878915933045474,0.8678571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,23,5.2715732261112755,0.9997767857142857,0.4880413688041947,0.8688571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,24,5.27069254057748,0.9997321428571428,0.494405759871006,0.8685714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,25,5.269878890173776,0.9998214285714285,0.4945353949611837,0.8685714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,26,5.269028615951538,0.9998214285714285,0.49717694927345624,0.8695714285714286,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,27,5.268250660215105,0.9999107142857143,0.4997734428806738,0.8682857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,28,5.267541804994855,0.9999107142857143,0.4995875533331524,0.8684285714285714,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,29,5.266967176709857,0.9998660714285714,0.5048866487362168,0.8687142857142857,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,30,5.266216164997646,0.9999107142857143,0.502759113907814,0.8692857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,31,5.265562163761684,0.9999107142857143,0.5047551385381005,0.8684285714285714,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,32,5.264984637669155,1.0,0.5072645549069751,0.8692857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,33,5.264378341947283,0.9999107142857143,0.5079986709085378,0.8708571428571429,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,34,5.26384450503758,0.9999553571428571,0.5098165422677994,0.869,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,35,5.2632850006648475,1.0,0.5119017951867797,0.8685714285714285,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,36,5.262793679918562,0.9999553571428571,0.5146284959532997,0.8682857142857143,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,37,5.262254326684134,1.0,0.5157094992019914,0.8697142857142857,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,38,5.261738198144095,0.9999553571428571,0.5212943520058285,0.8694285714285714,,,0.5
+pruning_50pct,1,he,z_score,flip+jitter,0.01,0.04,39,5.261261656624931,1.0,0.5189346780831163,0.8675714285714285,0.8708571428571429,39.0,0.5
