config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch,sparsity
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,1,5.081357387815203,0.9962053571428572,0.45330620529976756,0.8677142857142857,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,2,5.07717720576695,0.9975,0.4529061344536868,0.8692857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,3,5.073883701051985,0.9979464285714286,0.46099719323895194,0.8672857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,4,5.071405709130423,0.9985267857142858,0.45828826102343473,0.8688571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,5,5.068984500340053,0.9987053571428571,0.4715650280768221,0.8681428571428571,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,6,5.067151471546718,0.9988839285714286,0.4655229679562829,0.8682857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,7,5.065114953177316,0.9989285714285714,0.4670070245862007,0.8681428571428571,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,8,5.063374534334455,0.9992857142857143,0.47035553861748086,0.8691428571428571,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,9,5.061478568485805,0.9994196428571429,0.47670056982473896,0.869,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,10,5.060045236860002,0.9995089285714286,0.47746923823248255,0.8692857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,11,5.058527555465698,0.9995982142857143,0.47863181937824595,0.8695714285714286,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,12,5.05722449030195,0.9997321428571428,0.4816037198359316,0.8687142857142857,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,13,5.055901126861572,0.9996875,0.48642305840145456,0.87,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,14,5.054733497074672,0.9997767857142857,0.48836681341583077,0.8692857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,15,5.053642921447754,0.9998214285714285,0.49114855988459155,0.8692857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,16,5.052526769638061,0.9998660714285714,0.491680578074672,0.8718571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,17,5.0514305932181225,0.9998660714285714,0.49603589285503735,0.8677142857142857,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,18,5.050377904347011,0.9998660714285714,0.4963635883548043,0.869,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,19,5.049441610063825,0.9998660714285714,0.49758806242184206,0.8688571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,20,5.048552983147758,0.9999107142857143,0.4994501739740372,0.8687142857142857,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,21,5.047659500667027,0.9998660714285714,0.499518959088759,0.87,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,22,5.046761831556048,0.9998660714285714,0.5034139959649606,0.8692857142857143,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,23,5.0458897086552215,0.9999553571428571,0.5031055049462752,0.8698571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,24,5.0450894696371895,0.9998660714285714,0.5097334116697312,0.8698571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,25,5.044336729049682,0.9999107142857143,0.5091065303845839,0.8704285714285714,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,26,5.04353882925851,0.9999553571428571,0.5121170753782446,0.8708571428571429,,,0.25
+pruning_25pct,1,he,z_score,flip+jitter,0.01,0.04,27,5.042784885678972,1.0,0.5141432241960006,0.8691428571428571,0.8735714285714286,27.0,0.25
