config,seed,weight_init,normalization,augmentations,lr,momentum,epoch,train_loss,train_acc,val_loss,val_acc,test_acc,converged_epoch,sparsity
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,1,5.070316247940063,0.9981696428571428,0.43956785852258856,0.8654285714285714,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,2,5.06724946975708,0.9990178571428572,0.44791448082436214,0.866,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,3,5.064888277053833,0.9989285714285714,0.44961761087179186,0.8654285714285714,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,4,5.063047752380371,0.9993303571428571,0.45103204744783315,0.8662857142857143,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,5,5.06132237298148,0.9993303571428571,0.45342603014274074,0.8658571428571429,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,6,5.059633872168405,0.9995535714285714,0.4579024462537332,0.864,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,7,5.0580887031555175,0.9996428571428572,0.4573825550350276,0.8664285714285714,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,8,5.056717710494995,0.9996875,0.46218381747603415,0.8648571428571429,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,9,5.055442513057164,0.9997767857142857,0.463114025037397,0.8657142857142858,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,10,5.05434189932687,0.9998660714285714,0.46768191599033093,0.865,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,11,5.0531106894356865,0.9998214285714285,0.4672277657823129,0.8655714285714285,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,12,5.051992032187326,0.9999553571428571,0.4705898240885951,0.8648571428571429,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,13,5.050927675792149,0.9999553571428571,0.47432876926931467,0.8672857142857143,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,14,5.04989015851702,0.9999553571428571,0.4757256534966556,0.8652857142857143,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,15,5.04890362739563,0.9999553571428571,0.47560155940326776,0.866,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,16,5.0480452728271485,0.9999553571428571,0.4764533671465787,0.8667142857142857,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,17,5.047168761662075,0.9999553571428571,0.4836034965786067,0.8658571428571429,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,18,5.0463720866612025,0.9999107142857143,0.48549179583787916,0.8667142857142857,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,19,5.045426844188145,0.9999553571428571,0.48582146831534123,0.8662857142857143,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,20,5.044697662081037,0.9999553571428571,0.4861771530725739,0.8667142857142857,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,21,5.043948102678572,0.9999553571428571,0.4890558625486764,0.8664285714285714,,,0.25
+pruning_25pct,456,he,z_score,flip+jitter,0.01,0.04,22,5.043192776271275,0.9999553571428571,0.490337688204917,0.866,0.867,22.0,0.25
